Topic,Words,Frequency,Timestamp,Name
69,"leyner, palacios, reconciliation, forgiveness, subjected",1,2023-05-22 05:37:04.098039296+00:00,Cartel Violence in Mexico and Colombia
71,"absolutely, menendez, confident, jersey, robert",1,2023-05-22 05:37:04.098039296+00:00,Menendez Bribery Scandal
72,"weirdly, economist, agree, starting, economy",1,2023-05-22 05:37:04.098039296+00:00,Economic Resilience in Face of Recession
73,"artisan, portugal, architectural, recommendation, duo",1,2023-05-22 05:37:04.098039296+00:00,Recommendations from Magazine
74,"chatbots, careful, wish, dream, writing",1,2023-05-22 05:37:04.098039296+00:00,Chatbots Race: Tech Giants' Own Dangerous Creations
75,"gutter, ecstasy, elegy, medication, weigh",2,2023-05-22 05:37:04.098039296+00:00,Weight Loss Drug
77,"diary, metropolitan, cumbrian, rewind, depositing",3,2023-05-22 05:37:04.098039296+00:00,New York City Diary
79,"scholar, introduced, warming, landscape, digital",1,2023-05-22 05:37:04.098039296+00:00,Climate Change Solutions
80,"cavanagh, sprang, dramatist, unending, screenwriter",2,2023-05-22 05:37:04.098039296+00:00,Hollywood Actor Strike
82,"ackerman, elliot, reimagines, alternate, 21st",1,2023-05-22 05:37:04.098039296+00:00,Political Polarization in America
86,"pavement, hitting, bike, physical, mental",1,2023-05-22 05:37:04.098039296+00:00,Fitness Exercise Workout Habits
87,"zouheir, corden, louhaichy, ironman, writes",2,2023-05-22 05:37:04.098039296+00:00,Want to hear
88,"stomping, midterm, liner, party, maga",3,2023-05-22 05:37:04.098039296+00:00,Republican Party Disarray
90,"medicaid, recipient, procedural, coverage, drop",1,2023-05-22 05:37:04.098039296+00:00,Medicaid Coverage
91,"opera, adone, salvatore, guggeis, venere",2,2023-05-22 05:37:04.098039296+00:00,Opera Premiere at Metropolitan Opera
95,"carolina, aspirational, fractious, enters, south",2,2023-05-22 05:37:04.098039296+00:00,Carolina Governors
99,"homeless, unoccupied, clarify, room, hotel",2,2023-05-22 05:37:04.098039296+00:00,Homelessness in Cities
101,"pelham, stamford, conn, bedroom, property",1,2023-05-22 05:37:04.098039296+00:00,Bedroom Property
102,"greenwich, upper, property, village, side",1,2023-05-22 05:37:04.098039296+00:00,Property in Manhattan
104,"defaulting, mccarthy, kevin, apart, remained",1,2023-05-22 05:37:04.098039296+00:00,Ousting Speaker Kevin McCarthy
106,"miniature, submitted, featuring, modern, love",1,2023-05-22 05:37:04.098039296+00:00,Modern Love Miniature Featuring Reader Submitted Stories
108,"attorney, paxton, general, attorneygeneral, ken",7,2023-05-22 05:37:04.098039296+00:00,Attorney General Ken Paxton
109,"reading, suggested, editor, critic, suggestedreading",1,2023-05-22 05:37:04.098039296+00:00,Suggested Reading in New York Times
112,"correction, print, appeared, monday, may",2,2023-05-22 05:37:04.098039296+00:00,Correction Appeared in Print on Monday
115,"mental, damour, murthy, clinical, adolescent",3,2023-05-22 05:37:04.098039296+00:00,Mental Health Crisis in Adolescents
116,"iberian, sailboat, ramming, orca, staring",2,2023-05-22 05:37:04.098039296+00:00,Missing Submersible Titanic Wreckage
120,"cabaret, banning, constitutional, adult, front",1,2023-05-22 05:37:04.098039296+00:00,Transgender minor transition care ban
123,"sling, indy, barbie, spidey, web",1,2023-05-22 05:37:04.098039296+00:00,Barbie-themed movie with dark twist
124,"picked, younger, father, man, mother",1,2023-05-22 05:37:04.098039296+00:00,Father-Mother Relationship
125,"captivate, spectacular, creature, bird, planet",1,2023-05-22 05:37:04.098039296+00:00,Birding in New York
126,"inoculate, cervical, tanzania, occur, developing",1,2023-05-22 05:37:04.098039296+00:00,Vaccine Shot for Covid and Flu
128,"tucker, emma, editor, organization, chief",1,2023-05-22 05:37:04.098039296+00:00,Editor Newsroom Leadership
129,"weigh, texas, took, social, medium",1,2023-05-22 05:37:04.098039296+00:00,Social Media Regulation
132,"volodymyr, zelensky, grabbed, bakhmut, presidentvolodymyr",1,2023-05-22 05:37:04.098039296+00:00,President Volodymyr Zelensky
133,"inspired, tell, image, real, story",1,2023-05-22 05:37:04.098039296+00:00,Real Inspired Image Stories
138,"outlasting, absentia, narrowed, unfortunate, putin",1,2023-05-22 05:37:04.098039296+00:00,Putin's Russia
139,"samnang, bou, meter, applauded, gritty",2,2023-05-22 05:37:04.098039296+00:00,Olympic Gold Medal Dispute
142,"affirmative, admission, affirmativeaction, race, ethnicity",2,2023-05-22 05:37:04.098039296+00:00,Affirmative Action College Admission
144,"debt, ceiling, raise, bipartisanship, limit",6,2023-05-22 05:37:04.098039296+00:00,Debt Ceiling Negotiation
150,"beekeeping, brisk, novice, bee, rainy",2,2023-05-22 05:37:04.098039296+00:00,Insect Colony Dynamics
151,"finalized, prevented, negotiator, elusive, spending",2,2023-05-22 05:37:04.098039296+00:00,Government Shutdown Showdown
152,"brunch, edits, hilary, howard, weekly",2,2023-05-22 05:37:04.098039296+00:00,New York City News
154,"anthropology, intellect, thinker, probability, delved",1,2023-05-22 05:37:04.098039296+00:00,Linguistic Thought and Identity
155,"quotation, monday, day, may, quotationof",1,2023-05-22 05:37:04.098039296+00:00,Quotation Day Monday
156,"sunday, correction, print, appeared, may",1,2023-05-22 05:37:04.098039296+00:00,Corrections in Print on Sunday
158,"bragg, alvin, pressed, accountability, duty",1,2023-05-22 05:37:04.098039296+00:00,Federal Prosecutor Says
161,"ablaze, unclear, recognizable, schoolchildren, fire",2,2023-05-22 05:37:04.098039296+00:00,Fire in Johannesburg kills at least 3 people
162,"prigozhin, yevgeny, moneyed, ramping, extending",1,2023-05-22 05:37:04.098039296+00:00,Yevgeny Prigozhin
165,"gif, communicating, think, iscommunicating, youthink",1,2023-05-22 05:37:04.098039296+00:00,Communicating Thoughts
166,"slowest, pace, rose, consumer, earlier",1,2023-05-22 05:37:04.098039296+00:00,Consumer Price Index Rose 1% Last Month
169,"intercepted, drone, debris, falling, probably",1,2023-05-22 05:37:04.098039296+00:00,Drone Attack Moscow
170,"hedge, default, bet, ride, prospect",1,2023-05-22 05:37:04.098039296+00:00,Stock Market Outlook
171,"pretrial, plea, considers, bay, proposed",1,2023-05-22 05:37:04.098039296+00:00,Guantánamo Bay bombing detainee
172,"ezra, klein, episode, ezraklein, show",2,2023-05-22 05:37:04.098039296+00:00,Ezra Klein Show
177,"landmarked, rehabilitate, segregation, newly, funding",1,2023-05-22 05:37:04.098039296+00:00,New York City charter schools addressing poverty and segregation
183,"shareholder, orszag, investor, advising, sequencing",3,2023-05-22 05:37:04.098039296+00:00,Investor Activist Peltz Disney Earnings
184,"sevigny, brave, terrain, unknown, explored",1,2023-05-22 05:37:04.098039296+00:00,Whale Endangerment
189,"recommends, docu, lush, dinosaur, charming",1,2023-05-22 05:37:04.098039296+00:00,TV Critic Recommends
191,"end, succession, latest, colorado, river",2,2023-05-22 05:37:04.098039296+00:00,Latest End Dates
193,"narrated, article, around, timenarrated, time",1,2023-05-22 05:37:04.098039296+00:00,Time Narrated Articles
196,"thoroughbred, catastrophic, mammal, triple, leg",1,2023-05-22 05:37:04.098039296+00:00,Horse Racing News
199,"tucked, untucked, button, wonder, shirt",1,2023-05-22 05:37:04.098039296+00:00,Reader Wonder
200,"facebook, sending, user, european, data",1,2023-05-22 05:37:04.098039296+00:00,TikTok Ban
202,"pulitzer, slip, prize, easily, composer",1,2023-05-22 05:37:04.098039296+00:00,Pulitzer Prize Winners
204,"hochul, kathy, delaware, affecting, stood",1,2023-05-22 05:37:04.098039296+00:00,New York Subway Budget
206,"testament, display, ceremony, done, division",1,2023-05-22 05:37:04.098039296+00:00,Narendra Modi Seeks Third Term as Prime Minister of India
207,"correction, print, appeared, may, thursday",4,2023-05-22 05:37:04.098039296+00:00,Print Corrections
209,"gershkovich, jailed, provided, ordered, prison",1,2023-05-22 05:37:04.098039296+00:00,Russian journalist jailed
213,"sombritas, inexpensive, eyebrow, commuter, installed",1,2023-05-22 05:37:04.098039296+00:00,Architectural Design in New York
216,"lurid, sensation, grip, personality, multiple",1,2023-05-22 05:37:04.098039296+00:00,New Memoir by Shane McCrae
222,"creditworthiness, suffer, payment, possibly, miss",1,2023-05-22 05:37:04.098039296+00:00,Student Loan Repayment
223,"woeful, wfan, shepherded, cleveland, coach",1,2023-05-22 05:37:04.098039296+00:00,Coach Tara Vanderveer's Success
224,"selection, published, recently, book, chetna",1,2023-05-22 05:37:04.098039296+00:00,Recent Book Releases
231,"erdogan, tayyip, recep, turkey, ratify",6,2023-05-22 05:37:04.098039296+00:00,Turkish Elections Runoff
234,"tiara, sash, hopping, bucking, subdued",1,2023-05-22 05:37:04.098039296+00:00,Unconventional Wedding Celebration
235,"carroll, malice, denial, merit, sexually",1,2023-05-22 05:37:04.098039296+00:00,Carroll Sexual Assault Case
241,"quotation, thursday, day, may, quotationof",1,2023-05-22 05:37:04.098039296+00:00,Quotation Day Thursday July
246,"volcano, minimize, ash, exposure, evacuation",1,2023-05-22 05:37:04.098039296+00:00,Volcanic Eruption
247,"date, early, called, next, come",1,2023-05-22 05:37:04.098039296+00:00,Toughest Word This Week
251,"legislative, carry, gun, ruled, playing",1,2023-05-22 05:37:04.098039296+00:00,Gun Regulation Supreme Court Ruling
262,"pulse, pounding, columnist, dreamy, zero",2,2023-05-22 05:37:04.098039296+00:00,Our Columnist Reviews New Book
263,"leicester, leeds, everton, relegated, league",1,2023-05-22 05:37:04.098039296+00:00,Richest Sport Competition in Luton
275,"debt, trickling, eternity, governed, practically",2,2023-05-22 05:37:04.098039296+00:00,Debt Crisis in Europe
279,"fined, eventually, resignation, breaking, scandal",1,2023-05-22 05:37:04.098039296+00:00,Boris Johnson quits parliament
281,"epstein, profiting, jeffrey, trafficking, ignored",1,2023-05-22 05:37:04.098039296+00:00,Jeffrey Epstein Sex Trafficking
284,"quotation, wednesday, may, tuesday, day",2,2023-05-22 05:37:04.098039296+00:00,Quotation Day Wednesday June
285,"quotation, saturday, may, friday, day",2,2023-05-22 05:37:04.098039296+00:00,Quotation Day Friday June
287,"colonized, nickname, native, association, criticism",1,2023-05-22 05:37:04.098039296+00:00,Indigenous sovereignty and adoption
293,"valencia, stain, monkey, madrid, soccer",1,2023-05-22 05:37:04.098039296+00:00,Rubiales kissed Hermoso at Spanish federation hearing.
294,"shamkhani, insulate, associate, ali, iran",1,2023-05-22 05:37:04.098039296+00:00,Narges Mohammadi Jailed in Iran
297,"denver, heat, miami, sloppy, conference",4,2023-05-22 05:37:04.098039296+00:00,Denver Nuggets vs Miami Heat Championship
303,"missile, apparent, wounded, occupied, ukrainian",1,2023-05-22 05:37:04.098039296+00:00,Missile strike in Ukraine
316,"sorry, lie, got, better, friend",1,2023-05-22 05:37:04.098039296+00:00,Sorry vs Lie
320,"herd, calf, separated, reject, identify",1,2023-05-22 05:37:04.098039296+00:00,Yellowstone wildlife encounters
323,"noting, retirement, withdrawal, hardship, uptick",1,2023-05-22 05:37:04.098039296+00:00,Retirement Savings
324,"inventory, trophy, command, landed, appears",1,2023-05-22 05:37:04.098039296+00:00,Sotheby's Auction Controversy
332,"spyware, human, humanright, pegasus, targeted",3,2023-05-22 05:37:04.098039296+00:00,Human rights abuses in armed forces
333,"entry, memorial, ready, weekend, week",2,2023-05-22 05:37:04.098039296+00:00,Entry Week May
337,"nolan, oppenheimer, christopher, seriously, responsibility",1,2023-05-22 05:37:04.098039296+00:00,Robert Oppenheimer and the Development of the Atomic Bomb
338,"kravis, yahoo, kkr, yang, founder",1,2023-05-22 05:37:04.098039296+00:00,Apollo-Sony Merger Talks
339,"inevitable, pandemic, coronavirus, recovery, backlog",1,2023-05-22 05:37:04.098039296+00:00,Pandemic-related passport backlog
340,"monk, taste, college, student, need",1,2023-05-22 05:37:04.098039296+00:00,Student-centered hyperchecking in education
344,"totalizing, vivek, ramaswamy, capitalism, emphasis",1,2023-05-22 05:37:04.098039296+00:00,Vivek Ramaswamy Presidential Candidate
345,"zealand, outcry, handled, weighed, zoo",1,2023-05-22 05:37:04.098039296+00:00,New Zealand Indigenous Issues
353,"exploring, crop, grow, staple, important",1,2023-05-22 05:37:04.098039296+00:00,Urban gardening
354,"montana, owned, ban, app, signed",1,2023-05-22 05:37:04.098039296+00:00,Video App Faces Ban in United States
359,"wetland, pollution, undercut, environmental, appointment",2,2023-05-22 05:37:04.098039296+00:00,Protecting Environments from Pollution
360,"rhodes, addressing, underscored, length, rarely",1,2023-05-22 05:37:04.098039296+00:00,Wrongful Conviction of Yusef Salaam
367,"portugal, mccann, missing, disappeared, vacationing",3,2023-05-22 05:37:04.098039296+00:00,Missing teenager in Portugal
368,"crowning, glitch, technical, musk, twitter",1,2023-05-22 05:37:04.098039296+00:00,Elon Musk on Twitter
372,"sunday, quotation, may, day, quotationof",1,2023-05-22 05:37:04.098039296+00:00,Quotation Day Sunday July
376,"archive, audio, best, plus, found",1,2023-05-22 05:37:04.098039296+00:00,Best Audio App Discovered
380,"alberta, premier, prominent, politician, wing",1,2023-05-22 05:37:04.098039296+00:00,Pedro Sánchez inquiry
390,"neatly, salute, honor, commemoration, unofficial",2,2023-05-22 05:37:04.098039296+00:00,Inauguration Celebration
393,"pew, dealbook, falling, fired, worry",1,2023-05-22 05:37:04.098039296+00:00,Distrust and Worry in the Workplace
408,"intern, rochester, lone, congresswoman, blunt",1,2023-05-22 05:37:04.098039296+00:00,Maryland politics primary race
-1,"wa, two, state, become, said",334,2023-05-29 09:49:26.196078336+00:00,Political News
0,"restaurant, cookout, roasted, spot, recipe",13,2023-05-29 09:49:26.196078336+00:00,Recipe for Chicken Dish
1,"museum, painting, artist, art, optimus",12,2023-05-29 09:49:26.196078336+00:00,Art Exhibition in Brooklyn
2,"china, beijing, chinese, hong, kong",14,2023-05-29 09:49:26.196078336+00:00,China-US Relations
3,"novel, book, hoke, izumi, resurfaces",12,2023-05-29 09:49:26.196078336+00:00,Novels by Irish Author
4,"movie, sequel, shamelessly, ferrara, hastings",6,2023-05-29 09:49:26.196078336+00:00,Director Wes Ball Narrates Sequence Film
5,"berriez, tiling, aficionado, zack, shopper",2,2023-05-29 09:49:26.196078336+00:00,Fashion Designer Dies
6,"stuck, feeling, today, puzzle, help",8,2023-05-29 09:49:26.196078336+00:00,Feeling Stuck Today Puzzle Help
8,"russian, ukraine, kyiv, ukrainian, assault",13,2023-05-29 09:49:26.196078336+00:00,Ukraine-Russia War
9,"carmack, belton, tisius, chased, convenience",3,2023-05-29 09:49:26.196078336+00:00,Shootings and Police Encounters
10,"tropical, grassy, storm, downgraded, cyclone",3,2023-05-29 09:49:26.196078336+00:00,Heavy rain and flooding in southern California
11,"guideline, reader, swimmable, respond, discus",4,2023-05-29 09:49:26.196078336+00:00,Marriage Perspectives
12,"hbo, foretold, ripping, series, ambiguity",5,2023-05-29 09:49:26.196078336+00:00,TV Series
13,"starliner, wiring, parachute, capsule, orbit",1,2023-05-29 09:49:26.196078336+00:00,Moon Exploration
14,"decarbonization, approves, energy, juggle, tucked",4,2023-05-29 09:49:26.196078336+00:00,Fossil Fuels and Climate Change
15,"minimum, unique, aug, hoping, donor",1,2023-05-29 09:49:26.196078336+00:00,Presidential Primary Candidates
16,"nytimes, com, sentence, article, word",5,2023-05-29 09:49:26.196078336+00:00,Nytimes articles from past year
17,"repatriation, refugee, arab, iran, syrian",3,2023-05-29 09:49:26.196078336+00:00,Iranian commander killed in Israeli strike
20,"bedroom, osos, arrowhead, updating, ingenuity",3,2023-05-29 09:49:26.196078336+00:00,Three-bedroom home in Los Angeles
21,"ladner, westwig, ewbank, koppy, musa",5,2023-05-29 09:49:26.196078336+00:00,Solving Weekend Puzzles
22,"dance, dancer, ballet, krump, klapisch",4,2023-05-29 09:49:26.196078336+00:00,Dance in New York
23,"rate, reserve, inflation, interest, unchanged",3,2023-05-29 09:49:26.196078336+00:00,Federal Reserve Interest Rate
24,"broadway, twentieth, ephemera, laguardia, jelly",4,2023-05-29 09:49:26.196078336+00:00,Broadway Musical Revival
25,"artificial, intelligence, deepmind, anthropic, guardrail",3,2023-05-29 09:49:26.196078336+00:00,Artificial Intelligence
26,"spoiler, contains, review, warning, columnist",7,2023-05-29 09:49:26.196078336+00:00,Day Puzzle Warning Contains Spoiler
27,"album, funky, regrouped, immortalized, sprinkled",4,2023-05-29 09:49:26.196078336+00:00,Billboard Chart Toppers
29,"quite, difficult, condition, local, region",1,2023-05-29 09:49:26.196078336+00:00,Social Media Platform
30,"rent, overriding, skyrocketing, airbnb, broadly",3,2023-05-29 09:49:26.196078336+00:00,Housing Rent Regulation
31,"underestimate, renewing, biden, quite, twist",3,2023-05-29 09:49:26.196078336+00:00,Biden Addresses American Public
33,"efficiency, automaker, falling, truck, standard",1,2023-05-29 09:49:26.196078336+00:00,Electric Vehicles
34,"deconsecrated, congregation, 14th, church, uncertain",1,2023-05-29 09:49:26.196078336+00:00,Pope Francis and Catholic Church
